Length	Version	Position_percentage
3956984	GCA_006459085.1	30.4351125284129
3944985	GCA_006459085.1	30.5751043525825
3940815	GCA_006459085.1	30.7149482000407
3931013	GCA_006459085.1	30.8544442135121
3891101	GCA_006459085.1	30.9925239088767
3854434	GCA_006459085.1	31.1293024382758
3847272	GCA_006459085.1	31.2658268167858
3846649	GCA_006459085.1	31.4023290875043
3836607	GCA_006459085.1	31.5384750075906
3834385	GCA_006459085.1	31.6745420777363
3823212	GCA_006459085.1	31.810212662559
3813854	GCA_006459085.1	31.9455511691887
3804157	GCA_006459085.1	32.0805455678639
3767944	GCA_006459085.1	32.2142549112274
3750566	GCA_006459085.1	32.347347578502
3737618	GCA_006459085.1	32.4799807727649
3726064	GCA_006459085.1	32.6122039615305
3717513	GCA_006459085.1	32.7441237093228
3706511	GCA_006459085.1	32.8756530399019
3705533	GCA_006459085.1	33.0071476651516
3704921	GCA_006459085.1	33.1386205729558
3663143	GCA_006459085.1	33.2686109457365
3656156	GCA_006459085.1	33.398353377682
3650543	GCA_006459085.1	33.5278966265865
3645774	GCA_006459085.1	33.6572706426525
3643344	GCA_006459085.1	33.7865584276852
3620222	GCA_006459085.1	33.9150257049192
3617843	GCA_006459085.1	34.043408560907
3609572	GCA_006459085.1	34.1714979120076
3546155	GCA_006459085.1	34.2973368460563
3544978	GCA_006459085.1	34.4231340130572
3537072	GCA_006459085.1	34.5486506275689
3532631	GCA_006459085.1	34.6740096486572
3516809	GCA_006459085.1	34.7988072099067
3503531	GCA_006459085.1	34.9231335877572
3495238	GCA_006459085.1	35.047165680028
3486119	GCA_006459085.1	35.170874175265
3481145	GCA_006459085.1	35.2944061630289
3473009	GCA_006459085.1	35.4176494365185
3472196	GCA_006459085.1	35.5408638598723
3447326	GCA_006459085.1	35.663195745861
3444062	GCA_006459085.1	35.7854118054742
3423785	GCA_006459085.1	35.906908315021
3415880	GCA_006459085.1	36.0281243075646
3413659	GCA_006459085.1	36.1492614856535
3413081	GCA_006459085.1	36.2703781528217
3411719	GCA_006459085.1	36.391446488028
3401611	GCA_006459085.1	36.5121561305249
3350627	GCA_006459085.1	36.6310565536803
3336541	GCA_006459085.1	36.749457120731
3282451	GCA_006459085.1	36.8659382488563
3281711	GCA_006459085.1	36.9823931173254
3280718	GCA_006459085.1	37.0988127481747
3274757	GCA_006459085.1	37.2150208468473
3272295	GCA_006459085.1	37.331141578934
3270820	GCA_006459085.1	37.4472099691384
3269168	GCA_006459085.1	37.5632197364345
3269157	GCA_006459085.1	37.6792291133845
3261761	GCA_006459085.1	37.7949760357163
3259908	GCA_006459085.1	37.9106572024495
3258403	GCA_006459085.1	38.0262849627197
3252130	GCA_006459085.1	38.1416901191745
3250386	GCA_006459085.1	38.257033388007
3248795	GCA_006459085.1	38.3723201985787
3235103	GCA_006459085.1	38.4871211345383
3230364	GCA_006459085.1	38.60175390224
3229930	GCA_006459085.1	38.7163712690082
3229313	GCA_006459085.1	38.8309667409009
3225254	GCA_006459085.1	38.9454181750306
3213340	GCA_006459085.1	39.0594468286953
3205691	GCA_006459085.1	39.1732040497782
3204414	GCA_006459085.1	39.2869159552112
3201262	GCA_006459085.1	39.4005160087031
3191575	GCA_006459085.1	39.5137723091008
3188581	GCA_006459085.1	39.6269223643487
3151995	GCA_006459085.1	39.7387741279989
3127915	GCA_006459085.1	39.8497713882413
3126641	GCA_006459085.1	39.9607234392918
3122969	GCA_006459085.1	40.0715451856698
3115628	GCA_006459085.1	40.182106429161
3089422	GCA_006459085.1	40.2917377259618
3081872	GCA_006459085.1	40.4011011032971
3067691	GCA_006459085.1	40.5099612533556
3046917	GCA_006459085.1	40.6180842167948
3044796	GCA_006459085.1	40.7261319143816
3038506	GCA_006459085.1	40.8339564048905
3022603	GCA_006459085.1	40.9412165611929
3018279	GCA_006459085.1	41.0483232759365
3016281	GCA_006459085.1	41.1553590896083
3015286	GCA_006459085.1	41.2623595946883
3008414	GCA_006459085.1	41.3691162398257
3006948	GCA_006459085.1	41.4758208624549
3000687	GCA_006459085.1	41.582303307101
2997258	GCA_006459085.1	41.6886640701779
2991673	GCA_006459085.1	41.7948266438224
2989412	GCA_006459085.1	41.9009089835713
2972563	GCA_006459085.1	42.006393419337
2971014	GCA_006459085.1	42.1118228872547
2967474	GCA_006459085.1	42.2171267346548
2964762	GCA_006459085.1	42.3223343439635
2957285	GCA_006459085.1	42.4272766242864
2936104	GCA_006459085.1	42.531467275179
2934130	GCA_006459085.1	42.6355878766643
2926982	GCA_006459085.1	42.739454824065
2919381	GCA_006459085.1	42.8430520422132
2908393	GCA_006459085.1	42.9462593399525
2901564	GCA_006459085.1	43.0492243036481
2891636	GCA_006459085.1	43.1518369621181
2889894	GCA_006459085.1	43.254387803938
2882113	GCA_006459085.1	43.3566625290213
2877035	GCA_006459085.1	43.4587570560854
2857067	GCA_006459085.1	43.5601429982638
2851792	GCA_006459085.1	43.6613417516766
2845787	GCA_006459085.1	43.7623274115278
2839140	GCA_006459085.1	43.8630771957914
2837674	GCA_006459085.1	43.9637749575468
2825503	GCA_006459085.1	44.0640408189294
2820001	GCA_006459085.1	44.1641114362195
2817863	GCA_006459085.1	44.2641061843947
2811330	GCA_006459085.1	44.3638691023887
2810881	GCA_006459085.1	44.4636160871589
2808202	GCA_006459085.1	44.5632680048764
2804872	GCA_006459085.1	44.6628017541409
2804625	GCA_006459085.1	44.762326738358
2802869	GCA_006459085.1	44.8617894091206
2798040	GCA_006459085.1	44.9610807178834
2794787	GCA_006459085.1	45.0602565906168
2793799	GCA_006459085.1	45.1593974031607
2788488	GCA_006459085.1	45.2583497494421
2769788	GCA_006459085.1	45.3566385071137
2765007	GCA_006459085.1	45.4547576061145
2754801	GCA_006459085.1	45.5525145347756
2739998	GCA_006459085.1	45.6497461638543
2734964	GCA_006459085.1	45.7467991562987
2728497	GCA_006459085.1	45.8436226606393
2726988	GCA_006459085.1	45.9403926165729
2719400	GCA_006459085.1	46.0368933045722
2719258	GCA_006459085.1	46.1333889535563
2716793	GCA_006459085.1	46.2297971294964
2711482	GCA_006459085.1	46.3260168391742
2703788	GCA_006459085.1	46.4219635193993
2693322	GCA_006459085.1	46.517538802919
2690051	GCA_006459085.1	46.6129980116611
2683584	GCA_006459085.1	46.7082277322994
2683486	GCA_006459085.1	46.8034539753075
2678029	GCA_006459085.1	46.8984865710941
2666783	GCA_006459085.1	46.9931200910782
2663463	GCA_006459085.1	47.0876357974695
2661933	GCA_006459085.1	47.1820972102473
2657288	GCA_006459085.1	47.2763937904533
2653357	GCA_006459085.1	47.3705508751072
2644787	GCA_006459085.1	47.4644038445532
2643706	GCA_006459085.1	47.5582184536095
2635007	GCA_006459085.1	47.6517243697612
2633604	GCA_006459085.1	47.7451804990242
2629974	GCA_006459085.1	47.8385078140275
2629127	GCA_006459085.1	47.9318050723703
2628834	GCA_006459085.1	48.0250919333087
2627837	GCA_006459085.1	48.1183434146833
2626492	GCA_006459085.1	48.2115471673583
2601335	GCA_006459085.1	48.3038581981801
2597554	GCA_006459085.1	48.3960350563529
2595672	GCA_006459085.1	48.4881451298325
2589952	GCA_006459085.1	48.5800522232667
2587915	GCA_006459085.1	48.6718870316744
2578437	GCA_006459085.1	48.7633855035662
2566862	GCA_006459085.1	48.8544732247544
2562073	GCA_006459085.1	48.9453910033837
2561753	GCA_006459085.1	49.0362974264859
2560318	GCA_006459085.1	49.1271529271467
2543010	GCA_006459085.1	49.2173942357401
2541876	GCA_006459085.1	49.3075953031847
2538768	GCA_006459085.1	49.3976860800732
2538509	GCA_006459085.1	49.487767666082
2524445	GCA_006459085.1	49.5773501766785
2519108	GCA_006459085.1	49.6667432983761
2517547	GCA_006459085.1	49.7560810263935
2517272	GCA_006459085.1	49.8454089957549
2513680	GCA_006459085.1	49.9346094993255
2509225	GCA_006459085.1	50.0236519126685
2508951	GCA_006459085.1	50.1126846028415
2507994	GCA_006459085.1	50.2016833328915
2507155	GCA_006459085.1	50.2906522901692
2501833	GCA_006459085.1	50.3794323908382
2464771	GCA_006459085.1	50.4668973085629
2439101	GCA_006459085.1	50.5534513001051
2426379	GCA_006459085.1	50.6395538384764
2422633	GCA_006459085.1	50.7255234462096
2420299	GCA_006459085.1	50.8114102295677
2394237	GCA_006459085.1	50.8963721762226
2391778	GCA_006459085.1	50.9812468627496
2390931	GCA_006459085.1	51.066091492616
2382348	GCA_006459085.1	51.1506315459563
2382326	GCA_006459085.1	51.2351708186042
2380009	GCA_006459085.1	51.3196278701392
2374953	GCA_006459085.1	51.4039055043475
2368387	GCA_006459085.1	51.4879501373358
2368160	GCA_006459085.1	51.5719867149972
2363349	GCA_006459085.1	51.6558525694071
2358602	GCA_006459085.1	51.739549971671
2353705	GCA_006459085.1	51.8230735988856
2348344	GCA_006459085.1	51.9064069855367
2346189	GCA_006459085.1	51.9896638998105
2346172	GCA_006459085.1	52.072920210822
2337599	GCA_006459085.1	52.1558723001676
2333581	GCA_006459085.1	52.2386818066771
2332901	GCA_006459085.1	52.3214671826918
2327685	GCA_006459085.1	52.4040674636161
2321598	GCA_006459085.1	52.486451741125
2319472	GCA_006459085.1	52.5687605753513
2315366	GCA_006459085.1	52.6509237039716
2315308	GCA_006459085.1	52.7330847744027
2301004	GCA_006459085.1	52.8147382527762
2298977	GCA_006459085.1	52.8963198009834
2298511	GCA_006459085.1	52.9778848127043
2296621	GCA_006459085.1	53.0593827558438
2296215	GCA_006459085.1	53.1408662916584
2293182	GCA_006459085.1	53.2222421983685
2291622	GCA_006459085.1	53.3035627468845
2286229	GCA_006459085.1	53.3846919192842
2283350	GCA_006459085.1	53.4657189274269
2283045	GCA_006459085.1	53.5467351123328
2282992	GCA_006459085.1	53.6277494164797
2277010	GCA_006459085.1	53.7085514432434
2274864	GCA_006459085.1	53.789277317004
2271032	GCA_006459085.1	53.8698672083287
2269262	GCA_006459085.1	53.9503942893946
2262334	GCA_006459085.1	54.0306755233007
2259317	GCA_006459085.1	54.1108496958786
2255864	GCA_006459085.1	54.1909013352229
2243580	GCA_006459085.1	54.2705170642739
2240370	GCA_006459085.1	54.3500188831946
2238340	GCA_006459085.1	54.4294486654908
2231115	GCA_006459085.1	54.5086220612786
2222616	GCA_006459085.1	54.5874938613662
2221971	GCA_006459085.1	54.6663427729697
2210776	GCA_006459085.1	54.7447944185578
2204722	GCA_006459085.1	54.8230312317692
2204060	GCA_006459085.1	54.9012445532341
2201497	GCA_006459085.1	54.9793669240248
2199548	GCA_006459085.1	55.0574201325588
2181059	GCA_006459085.1	55.1348172400336
2177345	GCA_006459085.1	55.2120825524231
2177140	GCA_006459085.1	55.289340590178
2174774	GCA_006459085.1	55.366514668005
2174411	GCA_006459085.1	55.4436758644062
2165001	GCA_006459085.1	55.520503137341
2158459	GCA_006459085.1	55.5970982607205
2158102	GCA_006459085.1	55.6736807155902
2133863	GCA_006459085.1	55.7494030247746
2124829	GCA_006459085.1	55.8248047532371
2123283	GCA_006459085.1	55.9001516203097
2119053	GCA_006459085.1	55.9753483815095
2118030	GCA_006459085.1	56.050508840509
2118017	GCA_006459085.1	56.1256688381901
2109923	GCA_006459085.1	56.2005416120099
2105580	GCA_006459085.1	56.2752602700365
2105551	GCA_006459085.1	56.3499778989684
2103544	GCA_006459085.1	56.4246243074544
2095954	GCA_006459085.1	56.499001377034
2093115	GCA_006459085.1	56.5732777017974
2083729	GCA_006459085.1	56.6472209547591
2078574	GCA_006459085.1	56.7209812772778
2077982	GCA_006459085.1	56.7947205920716
2075739	GCA_006459085.1	56.8683803117181
2073316	GCA_006459085.1	56.9419540487336
2072508	GCA_006459085.1	57.0154991130434
2070776	GCA_006459085.1	57.0889827155632
2069123	GCA_006459085.1	57.1624076596888
2054707	GCA_006459085.1	57.2353210373224
2052187	GCA_006459085.1	57.3081449901808
2048141	GCA_006459085.1	57.3808253665945
2043676	GCA_006459085.1	57.4533472979204
2039340	GCA_006459085.1	57.5257153618553
2039093	GCA_006459085.1	57.5980746607427
2038381	GCA_006459085.1	57.6704086935825
2036321	GCA_006459085.1	57.7426696252172
2032926	GCA_006459085.1	57.8148100818075
2026976	GCA_006459085.1	57.8867393965674
2025268	GCA_006459085.1	57.9586081012018
2023456	GCA_006459085.1	58.0304125051645
2022722	GCA_006459085.1	58.1021908623872
2020162	GCA_006459085.1	58.1738783753937
2019113	GCA_006459085.1	58.2455286635633
2012914	GCA_006459085.1	58.3169589738829
2012036	GCA_006459085.1	58.3883581274754
2005872	GCA_006459085.1	58.4595385452288
1998228	GCA_006459085.1	58.5304477078306
1996651	GCA_006459085.1	58.6013009089758
1982875	GCA_006459085.1	58.6716652546832
1977451	GCA_006459085.1	58.7418371242076
1971380	GCA_006459085.1	58.8117935580931
1969973	GCA_006459085.1	58.8817000631456
1965842	GCA_006459085.1	58.9514599754417
1963770	GCA_006459085.1	59.0211463607003
1963157	GCA_006459085.1	59.0908109930275
1963057	GCA_006459085.1	59.1604720767525
1958854	GCA_006459085.1	59.2299840127274
1956447	GCA_006459085.1	59.2994105338475
1956081	GCA_006459085.1	59.3688240670837
1950241	GCA_006459085.1	59.4380303619518
1948636	GCA_006459085.1	59.5071797017547
1948338	GCA_006459085.1	59.5763184667231
1946658	GCA_006459085.1	59.6453976151747
1946085	GCA_006459085.1	59.7144564301358
1943400	GCA_006459085.1	59.783419965128
1942493	GCA_006459085.1	59.8523513142983
1942059	GCA_006459085.1	59.9212672625351
1940311	GCA_006459085.1	59.9901211812056
1938808	GCA_006459085.1	60.0589217643852
1937793	GCA_006459085.1	60.1276863292525
1929553	GCA_006459085.1	60.1961584892992
1929534	GCA_006459085.1	60.2646299751115
1926671	GCA_006459085.1	60.332999864443
1921383	GCA_006459085.1	60.4011821036907
1920104	GCA_006459085.1	60.4693189563163
1916800	GCA_006459085.1	60.5373385631256
1915188	GCA_006459085.1	60.6053009664674
1910098	GCA_006459085.1	60.6730827459578
1903628	GCA_006459085.1	60.7406349308863
1891807	GCA_006459085.1	60.8077676355498
1891404	GCA_006459085.1	60.8748860393464
1877942	GCA_006459085.1	60.941526730316
1877057	GCA_006459085.1	61.0081360161562
1871402	GCA_006459085.1	61.0745446285425
1869882	GCA_006459085.1	61.1408993021754
1866032	GCA_006459085.1	61.207117354624
1863446	GCA_006459085.1	61.2732436402199
1860533	GCA_006459085.1	61.339266555034
1855924	GCA_006459085.1	61.405125914773
1853747	GCA_006459085.1	61.4709080214423
1847951	GCA_006459085.1	61.5364844511286
1845826	GCA_006459085.1	61.6019854730184
1844945	GCA_006459085.1	61.6674552317228
1842673	GCA_006459085.1	61.7328443661854
1839381	GCA_006459085.1	61.7981166806639
1833787	GCA_006459085.1	61.8631904863358
1831355	GCA_006459085.1	61.9281779900024
1830389	GCA_006459085.1	61.9931312141718
1829095	GCA_006459085.1	62.0580385194288
1817903	GCA_006459085.1	62.1225486651286
1816874	GCA_006459085.1	62.1870222957118
1814259	GCA_006459085.1	62.2514031303477
1809754	GCA_006459085.1	62.3156241004548
1808124	GCA_006459085.1	62.3797872283463
1806839	GCA_006459085.1	62.4439047566996
1801463	GCA_006459085.1	62.507831512199
1797405	GCA_006459085.1	62.5716142654216
1787174	GCA_006459085.1	62.6350339611538
1784471	GCA_006459085.1	62.6983577381689
1783696	GCA_006459085.1	62.761654013517
1783645	GCA_006459085.1	62.8249484790779
1781531	GCA_006459085.1	62.8881679271885
1778706	GCA_006459085.1	62.9512871272872
1776422	GCA_006459085.1	63.0143252773119
1775137	GCA_006459085.1	63.0773178277984
1771045	GCA_006459085.1	63.1401651694832
1763332	GCA_006459085.1	63.202738807481
1761059	GCA_006459085.1	63.2652317857509
1761032	GCA_006459085.1	63.3277238058983
1758467	GCA_006459085.1	63.3901248043994
1756864	GCA_006459085.1	63.4524689188074
1755056	GCA_006459085.1	63.5147488744878
1745463	GCA_006459085.1	63.5766884127599
1739319	GCA_006459085.1	63.6384099249134
1735729	GCA_006459085.1	63.7000040422482
1728373	GCA_006459085.1	63.7613371244058
1724650	GCA_006459085.1	63.8225380921038
1723519	GCA_006459085.1	63.883698925111
1719946	GCA_006459085.1	63.9447329665619
1718666	GCA_006459085.1	64.0057215859048
1716719	GCA_006459085.1	64.066641113963
1715094	GCA_006459085.1	64.1275029772355
1713694	GCA_006459085.1	64.1883151600774
1713098	GCA_006459085.1	64.2491061932503
1711608	GCA_006459085.1	64.3098443522504
1703935	GCA_006459085.1	64.3703102270044
1700826	GCA_006459085.1	64.4306657757163
1697394	GCA_006459085.1	64.4908995364009
1697292	GCA_006459085.1	64.5511296775113
1696102	GCA_006459085.1	64.6113175902557
1693646	GCA_006459085.1	64.6714183493302
1687210	GCA_006459085.1	64.7312907203676
1686883	GCA_006459085.1	64.7911514874759
1683714	GCA_006459085.1	64.8508997993807
1682496	GCA_006459085.1	64.9106048893109
1679471	GCA_006459085.1	64.9702026340247
1678706	GCA_006459085.1	65.0297732319318
1677394	GCA_006459085.1	65.0892972721781
1676996	GCA_006459085.1	65.1488071889877
1676278	GCA_006459085.1	65.2082916268336
1673907	GCA_006459085.1	65.2676919273215
1671825	GCA_006459085.1	65.3270183459117
1670794	GCA_006459085.1	65.3863081784134
1670700	GCA_006459085.1	65.445594675229
1669067	GCA_006459085.1	65.5048232233708
1667568	GCA_006459085.1	65.5639985779658
1666113	GCA_006459085.1	65.6231223003989
1665442	GCA_006459085.1	65.6822222117113
1653227	GCA_006459085.1	65.7408886612659
1647261	GCA_006459085.1	65.7993434012138
1643364	GCA_006459085.1	65.8576598521343
1642170	GCA_006459085.1	65.9159339327447
1635982	GCA_006459085.1	65.9739884258514
1635427	GCA_006459085.1	66.032023224216
1634363	GCA_006459085.1	66.0900202654532
1633927	GCA_006459085.1	66.1480018347849
1632171	GCA_006459085.1	66.2059210906621
1627423	GCA_006459085.1	66.2636718589072
1622243	GCA_006459085.1	66.3212388095588
1618722	GCA_006459085.1	66.3786808139273
1617984	GCA_006459085.1	66.4360966296116
1617039	GCA_006459085.1	66.4934789110051
1614080	GCA_006459085.1	66.5507561892598
1611026	GCA_006459085.1	66.6079250932036
1610369	GCA_006459085.1	66.665070682831
1605053	GCA_006459085.1	66.7220276287658
1603657	GCA_006459085.1	66.7789350362141
1597785	GCA_006459085.1	66.8356340697417
1596445	GCA_006459085.1	66.8922855519999
1595275	GCA_006459085.1	66.9488955156125
1595272	GCA_006459085.1	67.005505372767
1590506	GCA_006459085.1	67.0619461035411
1589020	GCA_006459085.1	67.1183341020865
1588952	GCA_006459085.1	67.1747196875825
1588026	GCA_006459085.1	67.2310724130222
1579975	GCA_006459085.1	67.2871394404995
1579220	GCA_006459085.1	67.3431796760302
1578390	GCA_006459085.1	67.3991904581627
1577657	GCA_006459085.1	67.4551752290412
1577303	GCA_006459085.1	67.5111474378679
1575757	GCA_006459085.1	67.5670647853047
1575459	GCA_006459085.1	67.622971557907
1574528	GCA_006459085.1	67.6788452930228
1572980	GCA_006459085.1	67.7346640957768
1568097	GCA_006459085.1	67.7903096202857
1567932	GCA_006459085.1	67.845949289601
1564271	GCA_006459085.1	67.9014590445901
1563675	GCA_006459085.1	67.9569476499101
1562283	GCA_006459085.1	68.0123868586876
1560850	GCA_006459085.1	68.0677752159957
1556741	GCA_006459085.1	68.1230177612398
1552456	GCA_006459085.1	68.1781082488799
1552141	GCA_006459085.1	68.2331875584232
1548499	GCA_006459085.1	68.2881376278746
1546719	GCA_006459085.1	68.343024532207
1543384	GCA_006459085.1	68.3977930906563
1538933	GCA_006459085.1	68.452403700822
1536822	GCA_006459085.1	68.5069393999955
1526247	GCA_006459085.1	68.5610998344873
1525464	GCA_006459085.1	68.6152324834238
1524573	GCA_006459085.1	68.6693335143149
1519894	GCA_006459085.1	68.7232685061094
1516865	GCA_006459085.1	68.7770960107435
1515240	GCA_006459085.1	68.830865850592
1512262	GCA_006459085.1	68.8845300130672
1511946	GCA_006459085.1	68.9381829619595
1511345	GCA_006459085.1	68.9918145837527
1509984	GCA_006459085.1	69.04539790907
1509180	GCA_006459085.1	69.0989527036257
1500972	GCA_006459085.1	69.1522162289135
1500153	GCA_006459085.1	69.2054506911493
1498901	GCA_006459085.1	69.2586407248857
1496659	GCA_006459085.1	69.311751198961
1494044	GCA_006459085.1	69.3647688770889
1493477	GCA_006459085.1	69.4177664346425
1492619	GCA_006459085.1	69.4707335451892
1490046	GCA_006459085.1	69.5236093502016
1488463	GCA_006459085.1	69.5764289808412
1484516	GCA_006459085.1	69.6291085481523
1484160	GCA_006459085.1	69.6817754824397
1482609	GCA_006459085.1	69.734387377907
1481794	GCA_006459085.1	69.7869703522665
1481682	GCA_006459085.1	69.8395493521915
1481645	GCA_006459085.1	69.8921270391338
1480289	GCA_006459085.1	69.9446566070303
1480289	GCA_006459085.1	69.9971861749268
1478960	GCA_006459085.1	70.0496685819001
1478653	GCA_006459085.1	70.1021400946648
1475821	GCA_006459085.1	70.1545111110154
1471310	GCA_006459085.1	70.2067220499211
1470235	GCA_006459085.1	70.2588948413532
1468432	GCA_006459085.1	70.3110036514879
1466872	GCA_006459085.1	70.3630571034283
1464788	GCA_006459085.1	70.4150366024991
1464138	GCA_006459085.1	70.4669930356556
1456177	GCA_006459085.1	70.5186669645917
1450231	GCA_006459085.1	70.5701298936414
1449792	GCA_006459085.1	70.6215772443276
1447907	GCA_006459085.1	70.6729577038624
1442953	GCA_006459085.1	70.7241623656446
1441269	GCA_006459085.1	70.7753072689659
