geneID	OZ_NFP_2_fat	OZ_NFP_5_gland	OZ_NFP_2_gland	OZ_NFP_1_ovary	OZ_NFP_2_ovary	OZ_NFP_3_ovary	OZ_NFP_4_ovary	OZ_NFP_5_ovary	OZ_NFP_6_ovary	OZ_NFP_1_uterus	OZ_NFP_2_uterus	OZ_NFP_3_uterus	OZ_NFP_4_uterus	OZ_NFP_5_uterus	OZ_NFP_6_uterus	OZ_1_brain	OZ_1_testis	OZ_2_brain	OZ_2_testis	OZ_3_brain	OZ_3_testis	OZ_NFP_1_brain	OZ_NFP_1_eyeball	OZ_NFP_1_fat	OZ_NFP_1_gland	OZ_NFP_1_heart	OZ_NFP_1_kidney	OZ_NFP_1_liver	OZ_NFP_1_lung	OZ_NFP_1_muscle	OZ_NFP_1_spleen	OZ_NFP_1_testis	OZ_NFP_2_brain	OZ_NFP_2_eyeball	OZ_NFP_2_heart	OZ_NFP_2_kidney	OZ_NFP_2_liver	OZ_NFP_2_lung	OZ_NFP_2_muscle	OZ_NFP_2_spleen	OZ_NFP_2_testis	OZ_NFP_3_brain	OZ_NFP_3_eyeball	OZ_NFP_3_fat	OZ_NFP_3_gland	OZ_NFP_3_heart	OZ_NFP_3_kidney	OZ_NFP_3_liver	OZ_NFP_3_lung	OZ_NFP_3_muscle	OZ_NFP_3_spleen	OZ_NFP_3_testis	OZ_NFP_4_brain	OZ_NFP_4_eyeball	OZ_NFP_4_fat	OZ_NFP_4_gland	OZ_NFP_4_heart	OZ_NFP_4_kidney	OZ_NFP_4_liver	OZ_NFP_4_lung	OZ_NFP_4_muscle	OZ_NFP_4_spleen	OZ_NFP_4_testis	OZ_NFP_5_brain	OZ_NFP_5_eyeball	OZ_NFP_5_fat	OZ_NFP_5_heart	OZ_NFP_5_kidney	OZ_NFP_5_liver	OZ_NFP_5_lung	OZ_NFP_5_muscle	OZ_NFP_5_spleen	OZ_NFP_5_testis	OZ_NFP_6_brain	OZ_NFP_6_eyeball	OZ_NFP_6_fat	OZ_NFP_6_gland	OZ_NFP_6_heart	OZ_NFP_6_kidney	OZ_NFP_6_liver	OZ_NFP_6_lung	OZ_NFP_6_muscle	OZ_NFP_6_spleen	OZ_NFP_6_testis
miRNA_00011	5194.929598	21030.55511	26861.63889	3952.917604	2963.579035	4996.358969	2664.145364	4518.54755	3931.122597	3875.337087	3577.552076	3606.237758	3802.075896	5611.094841	3943.560751	9301.77361	2564.723889	9444.861815	2426.120442	10433.30845	2696.314896	9923.616168	5336.104288	4856.001183	10886.91903	5146.408691	8717.304233	291.7006921	8943.038559	3192.359453	10239.58374	4754.031787	9488.889164	4285.251855	6806.643395	5436.586055	524.0594521	8699.776031	2883.818332	10772.18139	7046.421473	9843.28365	4785.811739	5174.321149	10259.77999	2768.998824	3744.463121	925.427205	9375.860637	3285.57516	12542.77074	2648.910107	9463.862242	5620.541617	10938.95279	7383.07235	5356.796271	10606.80082	111.13796	8750.254437	2534.532326	13174.48038	3816.030389	8818.167981	5999.74685	5139.593782	3467.663371	7480.618422	1004.527032	6259.068473	10665.66325	10677.02328	6083.496224	8976.142376	4268.18265	8738.008549	19750.27371	3180.052552	8863.131744	884.4917597	6820.553743	3952.346482	11573.23333	6622.819493
miRNA_00012	297.8074646	366.1276349	295.0478569	245.0414672	246.0437833	239.9300014	265.1181924	272.3442643	406.0956598	529.0109708	401.8977995	484.4935301	364.5697269	492.2504419	537.0265557	900.8174169	126.4575406	682.0521482	135.4530006	650.0361414	115.8319713	780.3131019	195.8045347	211.7447529	310.3825712	176.1570086	369.4122711	176.5009215	495.2295065	41.0576679	241.2953027	201.8515987	679.9173705	138.0110555	287.5817491	320.2426205	222.8974076	552.4865192	106.1318634	331.9178354	320.8736856	1078.928715	160.8109995	232.2138048	338.9526725	120.5683254	319.0208686	141.3734311	400.2629358	35.20699884	284.9384827	141.0601386	848.3283753	193.0667149	279.1026443	390.9837326	458.6488608	353.3926204	214.1654231	449.0613209	43.48605031	322.1887497	208.4633216	1078.036572	244.6978442	250.1001428	154.4973811	457.4003132	234.7892803	496.767619	25.35472617	355.4607734	217.680753	786.2488871	149.5092538	448.7000865	365.3655435	145.0937974	462.0503539	219.4940962	380.0113292	50.4007499	306.3397994	178.407446
miRNA_00017	395.1416345	1150.021007	1081.849372	843.1490556	853.8789582	501.12755	752.001027	588.7191641	667.4906029	442.5977	265.3190384	422.1961651	365.794282	382.7131721	239.7556285	161.9159809	1848.137278	180.7746331	1936.536506	149.0143237	1496.069201	151.2775901	222.379805	236.9731001	815.019084	236.5704066	541.39827	712.8759833	1196.590574	110.8988494	1719.712932	817.6741592	143.2090112	140.5500534	273.5587531	574.2995548	979.8314873	723.6739351	81.88196362	913.9429617	696.1882718	239.7015418	160.9210536	398.6472058	888.0671121	159.9758224	434.8114953	765.9483226	668.8485098	51.65346046	1223.575738	2764.561749	128.4359919	201.0899859	575.2745726	830.6833719	477.7255408	601.2482666	999.578653	931.7381499	118.0261749	1205.200718	1032.808024	129.9442736	209.0655668	352.5867867	402.9925974	794.5337178	606.5793677	1117.8052	1747.26394	924.2656199	634.0796656	144.9571141	128.4874952	408.7893692	1307.66475	319.5569181	632.983305	590.6952387	678.5468322	124.8662039	1034.295647	379.5336256
miRNA_00018	0.043824074	3.438343179	7.187453098	3.592877439	4.64451595	4.862009826	2.147942764	1.988888495	3.239017934	2.876098824	0.970265124	1.895267343	3.871778514	2.556395688	1.660085774	0.120688417	29.28464753	0.0244097	23.60783499	0.074369098	29.63987039	0.126043828	5.979302476	20.97682261	2.922538105	0.031976066	3.289283356	0.287845206	2.524146976	0.000548457	25.56472971	6.231420073	0.537171254	3.78294506	0.049873186	0.826935052	0.313401676	0.972210502	0.092888158	13.02123544	1.080305971	0.062191987	3.951587829	8.319663931	4.873140708	0.034433754	1.545628892	1.945475091	4.474788409	0.002222003	27.9327638	26.57006756	0.021922294	12.11616655	4.75062956	6.039365866	0.141236708	1.264786338	0.187342343	1.917085829	0.02671377	61.89823765	24.12806539	0.03098318	6.016053772	4.940697308	0.023008359	1.263176887	3.01685551	1.588900001	0.817762458	18.70423042	9.791046447	0.024508549	9.913237567	8.378182233	4.058168704	0.021608632	1.851448281	0.747040727	3.105342469	0.001485793	68.06802049	6.384076488
miRNA_00020	413.9485468	1330.455756	1215.032395	457.0795532	466.3167502	615.8423118	509.2662034	441.6197535	410.8894093	542.1848939	337.334154	526.946664	432.2818258	496.3474756	300.1725384	226.6132359	1833.721334	278.6669723	1539.118365	227.8374889	1484.309531	241.748632	646.2244821	313.2210519	1123.726897	526.8971072	699.782434	1252.587557	864.5281246	67.17025973	1187.957173	1140.980052	190.5832675	424.9372231	450.8949388	738.6906513	1922.953626	649.82317	97.36792354	726.5892557	998.1750419	351.5048518	428.3352539	274.8655316	1050.798387	260.3645821	557.1748921	1240.631891	606.4892406	73.50718557	1647.85893	1958.118058	198.2340702	234.0486771	761.6737532	484.335852	608.2526999	816.0526192	1585.429436	613.864919	76.70107546	1311.838222	1374.17364	170.9883502	471.621329	287.2901452	297.1873571	892.97742	1110.445942	820.7561699	2379.661683	1031.078236	775.5713436	203.550907	315.2931784	650.0015642	1598.7657	268.7624401	758.4082756	1043.278226	615.3509765	90.32058592	1156.611061	1098.09362
miRNA_00021	0.011540728	9.959228143	0.033346721	0.112522601	0.062456826	6.956249144	0.033056528	0.050684918	0.097136709	1.024571516	0.001469695	0.008206619	1.701252778	2.605936514	0.835421056	0.443830889	1.051919382	0.289952214	0.301695977	0.557718719	0.837109436	0.192800302	0.018062003	1.136482459	0.034328352	0.045715183	1.28564075	0.00655643	0.009128773	0.023778173	0.01751596	0.244485874	3.786339745	0.070008075	0.084892374	0.004351458	0.003909812	0.034997755	1.25865316	0.006427315	2.180864705	0.269499409	0.010476908	0.002834817	0.217833153	0.018352104	0.67330327	1.387950442	0.009951345	0.012428217	0.02109588	1.381098289	0.191663434	1.453140612	0.02824186	0.015206978	0.001726503	0.00842838	0.00878465	0.010975402	0.798165051	5.352780111	0.670654876	0.376206535	0.021624595	0.007514913	0.031050269	0.007792095	1.210687148	0.024495775	19.78813326	0.01533429	19.68239113	0.248522942	1.659802722	0.018175412	9.626106752	0.025025928	0.009406262	1.937944799	1.291953644	0.029095707	4.356872428	0.238413135
miRNA_00022	483.6251233	1817.304593	1496.353198	948.8835181	518.3925996	1032.526552	545.5186239	727.55215	759.0313353	749.6415176	549.5314248	594.6740388	386.0459527	959.221209	613.5144305	501.9271429	2585.597415	551.4749506	1686.889682	461.1637211	2009.226496	523.7795129	299.6388629	437.8191507	947.5356536	661.6572315	570.6351416	1285.830044	1260.234619	154.0711465	1486.632804	1158.631299	430.6999897	182.8298194	596.7700427	656.3675296	1689.18599	1133.660631	152.9400516	936.5502995	1029.287131	811.4930796	281.9403552	365.961565	1677.275282	315.455994	394.1155147	1173.769608	941.358202	150.3407436	1817.322054	3282.902485	544.6821255	326.4653442	939.131145	840.1230248	642.5847688	736.142041	1676.751624	1220.21478	167.0964937	2074.043187	1711.264806	483.1872782	300.5469264	480.8787392	482.7284156	790.8352905	1411.657232	1277.775595	4627.91801	1648.50924	1073.983813	503.7851084	212.0430789	942.416828	2109.956474	393.0532438	733.9202768	1468.027272	1053.938747	199.457285	1873.400165	681.614963
miRNA_00023	38192.08066	2689.929107	1527.58814	65044.56609	90927.99292	55065.72824	69502.13024	61524.04443	73825.43237	20993.54114	18602.63625	25070.16024	53311.52896	16882.54483	23155.6811	67435.65331	33901.24306	66332.64785	5878.590983	84572.19194	23340.74035	50453.80916	15116.82268	51032.03406	28926.88287	5873.922175	9033.145429	91.20564599	10474.71592	2188.821232	1191.178172	50788.48314	64464.17755	17730.13946	10196.83557	13092.9287	78.18422772	17881.3705	3060.111248	39321.48537	60905.68531	52291.29894	45130.74999	5371.010028	21916.80693	6317.486096	7050.318752	233.2960695	16728.53292	1905.216664	9992.520963	5792.781193	56522.77412	24690.73406	54456.24457	1493.029902	10641.51083	8015.153764	68.68587888	15427.37049	3393.492912	24638.63166	50059.47259	66293.64034	20689.89715	51765.06598	7492.080868	6349.896692	442.4843097	12706.67661	639.0541869	20910.00925	68917.92812	60593.70561	17529.86689	28250.78607	25197.69245	6675.976001	10606.38383	306.8276096	16090.05166	2538.264544	10757.21172	36315.65399
miRNA_00024	1397.565583	18873.64074	24994.95418	3440.045353	4260.475685	3818.588333	1858.14255	3196.729493	2827.37751	13072.91143	17683.65719	10493.2226	26066.64939	7089.969671	19699.81385	15729.15246	7070.67782	17903.35579	25813.05758	25508.5374	8717.514777	13695.70478	7975.965715	2012.734691	1424.326308	10445.99705	318.5117103	5457.096074	4233.784862	1426.018587	11641.91709	2687.094075	20187.1352	11388.38669	19247.25961	368.0148872	5633.634292	11177.1643	1875.171408	1407.701373	32726.55321	9939.833188	1020.285204	33571.67918	6078.216039	15595.89342	174.6138669	3308.222224	8732.19246	936.2955219	970.6645044	22297.85631	10767.48386	13803.57465	1012.868144	34251.66124	15793.32876	291.3748923	3521.351779	5873.015968	1658.700311	1485.558048	2656.100109	12349.72099	10343.3933	2528.988499	12796.71803	269.1944717	4557.060217	3340.962982	150.9335756	709.1371242	33449.50733	14142.96897	9466.630235	5181.117422	2982.951765	12972.91137	278.2940403	2902.523909	6109.700341	971.6729068	2307.814581	9867.28618
miRNA_00025	12292.02651	8975.656676	9790.699676	32375.31802	29868.87452	32111.66817	29549.86961	30076.97136	26068.10659	10079.58824	22219.93326	12074.75592	34621.96602	9381.668567	20991.88382	32420.57212	18049.16481	30095.76253	15125.42837	38572.36232	14161.21746	30786.06294	7282.204933	13901.44401	7060.248967	7720.534643	11198.81927	4501.710113	10895.18078	1984.113884	11910.54737	19820.56343	34637.14128	11397.56075	12332.80375	15002.09556	8957.401773	25622.29558	2985.837592	20359.49424	29780.03337	26609.82768	6951.438206	13549.15604	8340.65772	9273.141091	5619.469885	5935.285548	19949.3222	1631.813003	8438.175467	13155.77587	27208.38225	10295.20013	7965.94533	18151.63499	11026.07966	13325.32619	4193.920206	15938.6774	3219.754919	10359.57721	15563.85516	32719.11539	8204.475545	21485.79448	9164.721864	11349.77972	5025.097489	11697.78158	665.5551525	11431.45194	31883.66797	25924.87199	8137.66386	16095.01851	8727.587712	8206.510419	12528.47467	5222.126516	18208.6704	1815.079892	11502.93301	18109.32832
miRNA_00028	278.0057667	228.018529	206.008286	0.518533139	0.291373698	15.29736395	49.28462783	1.272370427	0.536974547	331.9700025	140.7197559	344.9181834	588.269832	145.1193825	160.7836515	6757.459215	1.02E-05	6517.585486	1.28E-05	11165.16958	1.75E-05	6193.260135	0.700169941	8.119934209	98.47190957	859.4362187	221.1000081	1610.189062	0.00099726	125.6102186	1156.490243	2.191536234	3747.578406	0.206002007	516.9778812	97.58389088	1817.896018	0.033526693	235.8174094	343.583449	30.85428843	7804.286797	0.432509378	0.041330035	128.6992737	577.1935251	148.582433	1610.379338	0.000128653	126.0981381	1688.372108	8.52E-06	4895.493498	44.39345535	107.406587	0.946611858	896.9376096	126.2967617	1785.995865	0.042193364	147.1929167	1575.430795	2.042891678	2728.903706	0.944593221	0.371983368	670.3271681	96.28903455	1910.737118	0.099638144	218.5996595	1196.840709	44.41109409	4064.594571	28.01426812	2.250275834	134.4175227	694.7234772	161.2558677	1426.420804	5.371740886	187.70957	1675.683762	15.31557706
miRNA_00029	6.917128654	1.423597828	1.756622691	0.653139246	2.572901045	0.883515281	0.94114531	0.793324611	0.816519474	2.715847238	1.440488835	2.229384301	4.788735695	2.475510715	0.782989367	3315.55899	7.919200358	1279.410657	7.231527629	2603.172399	13.03987583	1257.866538	0.165706419	2.57558975	1.487119934	3.473542671	1.852901601	55.86243912	5.131712171	0.689979323	16.15540537	7.737926887	1203.826763	0.067834033	4.205697485	1.438139069	113.1864092	1.080531735	0.952755276	6.528323758	0.678919355	2617.148872	0.118858043	4.02379787	2.28803711	1.714405117	2.201912355	85.74980214	3.40046338	0.507963732	38.95270408	15.93360153	1220.732212	8.890221433	3.883867669	4.112215961	1.994688099	0.740740755	70.53558993	2.952147677	0.773282259	22.32086044	6.095026513	2203.312529	0.276674197	3.09559456	2.031122589	0.878132149	47.95135667	1.930221024	0.454614047	19.37975944	1.456186898	1231.697742	7.153526025	5.151063231	2.202338168	1.670451445	1.302913391	214.8134616	4.58273097	0.832332465	25.20997297	2.125027499
miRNA_00031	150.9318609	847.1990623	427.5453047	223.369171	342.6536919	529.8328069	197.9769107	239.8252081	328.0903294	141.5969669	177.5639252	688.9081658	2161.419529	301.2927962	179.2396926	11515.31667	1885.73531	9396.866251	1413.038324	14284.85128	1289.26783	10821.24474	1.915020353	2838.276856	1639.182151	2212.689503	966.9107528	1076.903872	260.8804586	779.2759902	1491.988277	1253.064397	5.735605701	2.473614815	9.721601844	331.4369391	793.4484407	25.72259437	287.7925409	200.5147783	1542.010521	8137.288666	6.012280142	357.5429148	757.4829012	1478.578475	809.7421883	1442.354649	83.60300509	220.1238253	150.4166456	1343.43479	7110.985208	2.025993029	1217.702872	721.1439198	1569.152234	704.7595462	785.3454924	49.55126398	360.585717	1616.56393	910.1778255	9529.051363	4.221401854	1167.869808	1851.243957	592.479312	1306.539763	90.04862958	91.31221955	1085.792321	3437.176671	8002.613505	1080.93802	1569.865525	1605.541434	1985.390771	511.9190506	1448.448716	501.461842	276.3724796	2067.884752	1850.277397
